,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
1734,30,"If I didn't have a 230 eur speeding fine waiting for me, I would have walked over many times.I've been to the other side so I know what to expect... I just don't know why they want to make it so difficult.",Ledras,Review 63 Similarity,0.0,Review 661 Similarity,0.0,"{'neg': 0.08, 'neu': 0.843, 'pos': 0.077, 'compound': -0.2827}",-0.2827,neg
1736,10,We thought it would be more authentic ... the „Basar“ on the other side is ... meeeh ... it’s not worth it to go. Only if you want to see the difference from Europe to turkey,Ledras,Review 70 Similarity,0.0,Review 663 Similarity,0.0,"{'neg': 0.045, 'neu': 0.92, 'pos': 0.035, 'compound': -0.0941}",-0.0941,neg
1743,30,"Sad to visit such a place, which divides the two sides. Not much of an atrraction. Rather a place of sorrow.",Ledras,Review 204 Similarity,0.0,Review 672 Similarity,0.0,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.7579}",-0.7579,neg
1751,40,"We go there, we eat, is a good ppace but no Sunday, is very busy and you can not eat or do something",Ledras,Review 321 Similarity,0.0,Review 682 Similarity,0.0,"{'neg': 0.113, 'neu': 0.808, 'pos': 0.079, 'compound': -0.2144}",-0.2144,neg
1754,40,Joined a very short line got through very quickly with no problem at all.Interesting to see the different sides & be able to spend time in both.No bag checks just passports.,Ledras,Review 381 Similarity,0.0,Review 685 Similarity,0.0,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.6326}",-0.6326,neg
1756,30,"Rather shabby experience with uninteresting shacks with bored police and customs officers. Not one smile to share.Not a single ""have a nice time/day""",Ledras,Review 388 Similarity,0.0,Review 687 Similarity,0.0,"{'neg': 0.168, 'neu': 0.72, 'pos': 0.112, 'compound': -0.1053}",-0.1053,neg
1759,30,"fairly long line for process but went quickly, I had heard the authorities give hassle coming back to south but none at all good to go for pint of Efys beer",Ledras,Review 427 Similarity,0.0,Review 691 Similarity,0.0,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.4782}",-0.4782,neg
1762,40,"History in the middle of the present. A monument at the end of a bustling area for shopping , eating or drinking coffee wakes you up to what really happened here. A dead end into no mans land.Turn your back on this and your back to Modern day Cypriot relaxation.....",Ledras,Review 460 Similarity,0.0,Review 695 Similarity,0.0,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.7759}",-0.7759,neg
1765,40,Crossed over very easily without any fuss- with Greek id. Sad to see the green neutral area so deserted!!! It only took 2 minutes to have id checked !!!,Ledras,Review 487 Similarity,0.0,Review 698 Similarity,0.0,"{'neg': 0.129, 'neu': 0.789, 'pos': 0.082, 'compound': -0.3767}",-0.3767,neg
1773,20,"We liked the multicultural flavor of the trip, the friendly people on both sides and the vaguely exotic atmosphere.Sadness however sets in rapidly. One can't drive to the other side (which must be beautiful), can't freely buy and bring back stuff to this side, get searched, has to show passports four times etc...Independent of which side one stands for, seeing barb wire fences and demilitarized zones right in the heart of Europe in 2016 is unsettling and in hindsight I regret exposing our kids to this poor show.",Ledras,Review 541 Similarity,0.0,Review 707 Similarity,0.0,"{'neg': 0.112, 'neu': 0.827, 'pos': 0.061, 'compound': -0.6035}",-0.6035,neg
1774,20,Very quiet when we went through and still took approx 20 minutes. Nothing but tourist tat for sale and be careful if you buy cigarettes as they will sell them to you but you will lose when you return - max 40 per person. We don't smoke so not an issue for us but feel the vendors could be advising people.,Ledras,Review 551 Similarity,0.0,Review 708 Similarity,0.0,"{'neg': 0.056, 'neu': 0.914, 'pos': 0.03, 'compound': -0.3919}",-0.3919,neg
1777,40,"They said, its the last european divided capital after Berlin. Its two different world, so you should go there. Abandoned houses on the border frighten people.",Ledras,Review 592 Similarity,0.0,Review 711 Similarity,0.0,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.6597}",-0.6597,neg
1780,20,"Waste of time, some artificially kept feeling that you are a part of history, but as soon as you get there you know that it was not worth the journey.",Ledras,Review 646 Similarity,0.0,Review 714 Similarity,0.0,"{'neg': 0.125, 'neu': 0.835, 'pos': 0.04, 'compound': -0.3917}",-0.3917,neg
1784,50,"Even if much softer, this place brought my thoughts back to Berlin pre-1989 - whilst not exactly nice, I suppose one cannot forget history.",Ledras,Review 687 Similarity,0.0,Review 719 Similarity,0.0,"{'neg': 0.097, 'neu': 0.833, 'pos': 0.069, 'compound': -0.1695}",-0.1695,neg
1785,40,Not a tourist attraction; it is political issue of an existing conflict between christians and muslimsEurope should be shame about the existing situation; another European failure.,Ledras,Review 710 Similarity,0.0,Review 720 Similarity,0.0,"{'neg': 0.347, 'neu': 0.653, 'pos': 0.0, 'compound': -0.8801}",-0.8801,neg
1786,10,"Hated it, auful , discusting,not europe at all,reminds me of the wall in berlin but now is 2015,dont pass the borders,stay on the legal-official side of the island",Ledras,Review 723 Similarity,0.0,Review 721 Similarity,0.0,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neg
1787,10,"This border divides good and bad. Tasteless and cheap with history and pride. Not so much to say, I feel there should be nothing like this in the year 2015...",Ledras,Review 730 Similarity,0.0,Review 723 Similarity,0.0,"{'neg': 0.156, 'neu': 0.696, 'pos': 0.148, 'compound': -0.0798}",-0.0798,neg
1793,30,"Nothing exciting, just some airport like barriers and if you weren't careful you would completely miss it. Didn't venture to the other side as we left our passports back in the hotel.",Ledras,Review 781 Similarity,0.0,Review 729 Similarity,0.0,"{'neg': 0.164, 'neu': 0.768, 'pos': 0.069, 'compound': -0.3538}",-0.3538,neg
1794,40,"This is a place to take a photo featuring the plate ""Last European Divided Capital"". Nothing particularly special about the monument - just the feeling.",Ledras,Review 786 Similarity,0.0,Review 730 Similarity,0.0,"{'neg': 0.103, 'neu': 0.834, 'pos': 0.063, 'compound': -0.2441}",-0.2441,neg
1801,30,"A bit disorganized but very quick indeed.A bit disorganized because there was no clear line to queue and there was no one to ask about the piece of paper I had to fill in so I had to stand in line, ask for the paper, get out of the line, fill the paper in and get back in line.You just need to fill in a piece of paper, hand it over to the officer and he/she will stamp it in no time. No question asked.",Ledras,Review 910 Similarity,0.0,Review 741 Similarity,0.0,"{'neg': 0.162, 'neu': 0.758, 'pos': 0.08, 'compound': -0.7096}",-0.7096,neg
1802,30,It is ok! It was a little wird for me that I am greek. As you pass from the one side to the occupied There are posters of complaints as it is the only town still divided in two!!! Check it out!,Ledras,Review 915 Similarity,0.0,Review 742 Similarity,0.0,"{'neg': 0.088, 'neu': 0.862, 'pos': 0.05, 'compound': -0.3956}",-0.3956,neg
1803,40,"There is nothing special to see there - just the opening, where you can walk over to the occupied side. Its really sad to see this and I really hope that one day it will end.",Ledras,Review 932 Similarity,0.0,Review 743 Similarity,0.0,"{'neg': 0.142, 'neu': 0.778, 'pos': 0.08, 'compound': -0.3523}",-0.3523,neg
1804,40,Not such an amazing big event but passing the border brings you in another world. The soldiers seem to know they are part of an event.,Ledras,Review 941 Similarity,0.0,Review 744 Similarity,0.0,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.2584}",-0.2584,neg
1809,30,"Did not enjoy this trip. We spent total of 5hr on a coach with only 3 hrs to look round. The market was interesting all the little streets, but most selling same things. Glad I went but dont think I would visit again. And on the main street lots of shops we have at home. Bit disappointed.",Nicosia Open Market,,,,,"{'neg': 0.098, 'neu': 0.806, 'pos': 0.096, 'compound': -0.0294}",-0.0294,neg
1812,50,"Not all the fruit and veg is cheaper than supermarkets, also stall holders are not too keen you buy small quantities but they are quite willing to have a chat and try to sell their produce. Very colourful with the displays.",Nicosia Open Market,,,,,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.2394}",-0.2394,neg
1836,50,"The Paphos (Pafos) Gate is one of three entrances which were built into the historic Venetian walls which enclosed the old City of Nicosia The other two gates are the Famagusta Gate at the eastern end of Lefkosia, and the Kyrenia Gate in Lefkoşa, at the northern end of the Turkish occupied part of Nicosia. I have reviewed each separately, as they all warrant a visit in their own right, for different reasons.The gate, constructed in the 1560s, was so named because the road from this gate led to the coastal town of Paphos in the west of the island. If you’re within the walls of Lefkosia, walk east along Rigainis or Arsinois, past the Tripoli bastion, and you’ll come to the gate. If you are visiting the Cyprus Museum, you can’t miss the walls and the gate looming as you walk up Mouseiou from the museum. Architecturally it’s probably the simplest of all the gates - no more than an opening in the stone walls roofed by a barrel vault. It’s merely a pedestrian passage these days; part of the Venetian wall beside it was opened up to allow traffic to pass in and out of the old city. At the time of my visit you couldn’t walk completely through the gate; to see the statue of Markos Drakos and to get to the Cyprus Museum (both outside the walls), you had to follow the traffic exit.But to me it is its surroundings which make it a really interesting place to visit. It’s at this gate that the Green Line and the Venetian walls intersect, though you cannot cross the Green Line here. Entering along Rigainis you’ll see the stone walls on your left, and as the road dips, what looks like an unused observation / control box on the right. It all looks a bit intimidating, a bit forlorn, but there is no problem continuing down the hill to the gate on the left. The intimidating feel continues as you look at the gate; there’s the graffiti-covered Paphos Gate police station on the top of the gate, and a forbidding, desolate barricade of blue and white concrete drums. Turn around, and with the entrance to the gate behind you, you’ll see the Holy Cross Roman Catholic Church on your left. You can visit the church. Whilst it’s interior is fairly unremarkable, what is particularly interesting about the church is that its facade and front entrance is in Lefcosia, but the body of the church juts into the Turkish controlled occupied north. Apparently the church can continue to operate as long as the back door is kept firmly closed. As you exit the church, look to your left and you can’t miss the barricades of the Green Line.Enjoy you visit here. It’s a good insight into the reality of a divided city, And in many respects, there’s no ‘gate’ here which actually signals a unified city.",Paphos Gate,,,,,"{'neg': 0.049, 'neu': 0.908, 'pos': 0.043, 'compound': -0.3103}",-0.3103,neg
1839,30,"from outside the old medieval town walls if you walk towards the city center one can see the barricades that separates the two parts of the city. there are some blue/white barrels and barb wire fences if you’re into that. otherwise a bit sad sight.no need for passport here.once you crossed from the roundabout into the center, turn right into a thoroughfare to the old actual gate.",Paphos Gate,,,,,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg
1846,50,This 'gate' is an opening and completely different from the other two actual gates. It is an opening in the Venetian Walls where a road runs through and was hard for me to find as I was looking for an actual gate. There are some remnants of the passageway also and at the time of visiting some building work was going on at the rear.,Paphos Gate,,,,,"{'neg': 0.022, 'neu': 0.978, 'pos': 0.0, 'compound': -0.1027}",-0.1027,neg
1849,50,I've visited here before with my family and it never ceases to amaze me how time has almost 'stood still' when I see the green line. It brings to you how scary war can be and the impact it can have on a country. The difference between the gun shot spattered war torn areas compared with the modern aspects of the Greek Cypriot area is obvious. It gives you a view of how how life can be affected by war and how grateful I am for a country at peace.,Paphos Gate,,,,,"{'neg': 0.226, 'neu': 0.713, 'pos': 0.062, 'compound': -0.9455}",-0.9455,neg
1853,50,It's amazing to find that the old Paphos gate still exists but to the right of the present cut through the old city wall. It virtually enters under the walls and its surface has been excavated and can now bee seen. It is smaller than I thought given the size of the Famagusta gate.,Paphos Gate,,,,,"{'neg': 0.047, 'neu': 0.91, 'pos': 0.043, 'compound': -0.0644}",-0.0644,neg
1933,50,"An old city building transformed into a brewery on one side, and a beer house on the other, with no walls in between!",Pivo brewery,Review 44 Similarity,0.25,,,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.3595}",-0.3595,neg
1970,20,"Could see the church just from the outside, since it was closed in a week day. It was very frustrating since the reviews recommended the visit.",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.114, 'neu': 0.822, 'pos': 0.064, 'compound': -0.3384}",-0.3384,neg
1985,40,It is a quiet place. You can see people coming in to say prayer and leave. The front area is filled with portrait and more portraits. One can visit this solemn place if you happened to be nearby the area. There are cafe just opposite the church. You can go through the backyard at the back of the church if you plan to visit National Struggle Museum and Folk Museum.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.4357}",-0.4357,neg
2008,50,"One of the many wonderfull churches to discover in and around the city. Some who lost the road of life are hanging around the church area,they are close to their answers...",Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.3182}",-0.3182,neg
2016,50,Anyone can visit this church either to worship or to learn some of the history of our city. The historical secrets that hides this place are shaking.,Sacred Temple Of Virgin Mary Faneromenis,,,,,"{'neg': 0.115, 'neu': 0.811, 'pos': 0.074, 'compound': -0.0516}",-0.0516,neg
2055,30,If you visiting the old Nicosia's streets the tower worth a visit.... the entrance fee is low and you can see the entire Nicosia all around....inside there a small photo exhibition,Shacolas Tower,Review 13 Similarity,0.45584230600000003,,,"{'neg': 0.068, 'neu': 0.871, 'pos': 0.061, 'compound': -0.0516}",-0.0516,neg
2066,30,I didn't feel there was much to see in terms of the buffer zone or check points or history.Good value at €2 each.Worth taking a look for the view but the building was under redevelopment so no cafe and lots of scaffolding at the entrance.Toilets and air conditioning,Shacolas Tower,Review 144 Similarity,0.45226701700000005,,,"{'neg': 0.077, 'neu': 0.889, 'pos': 0.034, 'compound': -0.4765}",-0.4765,neg
2074,40,I always take my foreign guests to the observatory from where they get a well signposted and real view of the tragedy of the last dividedcity in Europe and probably the world,Shacolas Tower,Review 116 Similarity,0.426401433,,,"{'neg': 0.128, 'neu': 0.812, 'pos': 0.061, 'compound': -0.5106}",-0.5106,neg
2081,40,"Shopping , then enjoing a coffee at Debenhams Cafe and at least having the panoramic view of the old town which is divided ,with the one side occupied by the Turks after the Turkish invasion of 1974.I noticed the Ayia sofia Church and the Ledra Palace Hotel and i feel very sorry that this continue to happen after almost 38 years.",Shacolas Tower,Review 273 Similarity,0.426401433,,,"{'neg': 0.027, 'neu': 0.973, 'pos': 0.0, 'compound': -0.1513}",-0.1513,neg
2082,30,"I just wanted to mention that price is now 2 euro per person (not 0.85 as mentioned in another comment), in my personal opinion not worth it for a view of rooftops and some touch screens.Internal and external light reflections in the glasses will ruin most of your photos, you have to be very careful if you are into high quality pictures.",Shacolas Tower,Review 275 Similarity,0.426401433,,,"{'neg': 0.086, 'neu': 0.884, 'pos': 0.03, 'compound': -0.5534}",-0.5534,neg
2088,50,"The Shacolas Tower observatory is not very easy to find - unless you know it is at the top of Debenhams in Ledra Street! We went into Debenhams's and the sales assistant told us that we had to enter the Shacolas Tower around the side of the shop, after that, it was easy. A lift takes you up to the 11th floor and for 2 Euros, there is a panoramic view across the whole of Nicosia. It is a very good way to orientate yourself as there are interactive maps with explanations in a varierty of languages where you can click on to the pictures and identify the many buildings by the use of touch screens.",Shacolas Tower,Review 192 Similarity,0.402015126,,,"{'neg': 0.048, 'neu': 0.91, 'pos': 0.043, 'compound': -0.1393}",-0.1393,neg
2091,40,"The 2 Euro basically buys you a panoramic view of the city, plus a video of the history of the city. If that sounds good to you, then you should go.The video was disappointing, in that the headphones either had no sound at all or were blasting so loud I had to hold them a few inches from my ear to avoid being deafened. Also, the video has a music soundtrack so loud that it often drowns out the narrator. Seemed like a 1990-era documentary.",Shacolas Tower,Review 159 Similarity,0.376889181,,,"{'neg': 0.122, 'neu': 0.816, 'pos': 0.061, 'compound': -0.6597}",-0.6597,neg
2143,20,"We were very disappointed in this observatory. It is not that high, so you can see only some parts of the city.I would not recommend going.",Shacolas Tower,Review 36 Similarity,0.213200716,,,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.6708}",-0.6708,neg
2144,30,"Good place to go to get an idea of the overall town layout. The lift frightened us. We got in, alol the lights went out and we were left in total darkness. Couldn't even see where the alarm button was or even if there was one. Fortunately everything came back to life again after a few uncomfortable minutes. It was one of those rare occasions on which a smoker might have been of some use. He or she might have had a lighter.",Shacolas Tower,Review 68 Similarity,0.213200716,,,"{'neg': 0.109, 'neu': 0.817, 'pos': 0.074, 'compound': -0.296}",-0.296,neg
2146,40,Nice to have this tower to see the divided city but with a Sad reality of what has happened to Cyprus.,Shacolas Tower,Review 101 Similarity,0.213200716,,,"{'neg': 0.173, 'neu': 0.748, 'pos': 0.079, 'compound': -0.5023}",-0.5023,neg
2161,40,"If you want to peer over the Buffer Zone into northern Cyprus, you can do it through visiting this eleven-storey Shacolas Tower.A fine aerial photo of the city provides orientation.Mind you, the first five floors are occupied by Debenhams and on the 6th floor it is a cafeteria.There is a separate entrance to reach the observatory and not through the department where you are asked to pay a small fee.The day I was here it was not a clear day though and neither were the windows. For this reason I was not able to take photos!",Shacolas Tower,Review 196 Similarity,0.15075567199999998,,,"{'neg': 0.039, 'neu': 0.913, 'pos': 0.048, 'compound': -0.1719}",-0.1719,neg
2165,30,"if you are nearby the bazaar you can visit here but in my opinion its not worth it if you just want to see this location , i suggest to visit more cultural location , this place is absolultly missable",Shacolas Tower,Review 45 Similarity,0.123091491,,,"{'neg': 0.052, 'neu': 0.91, 'pos': 0.038, 'compound': -0.1403}",-0.1403,neg
2178,50,It really worths visiting it. The visitor is able to see all. Out all Lefkosia from the 11th floor. Also very sad to realize that Lefkosia is the only European capital which remains separated after the Turkish invasion in 1974.,Shacolas Tower,Review 27 Similarity,0.0,,,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.5256}",-0.5256,neg
2180,30,Hardly worth visiting as there really isn't that much to see at such a low level. Its only 2.50 so at this price doesn't really matter if you waste your money. No pram access!,Shacolas Tower,Review 48 Similarity,0.0,,,"{'neg': 0.227, 'neu': 0.731, 'pos': 0.042, 'compound': -0.7249}",-0.7249,neg
2183,40,We paid €5 to go into the tower. There's historical references and photographs of the post 1974 Turkish occupation of Cyprus. Sad to see such a beautiful country destroyed as the pre 1974 photographs show this.,Shacolas Tower,Review 105 Similarity,0.0,,,"{'neg': 0.149, 'neu': 0.758, 'pos': 0.092, 'compound': -0.34}",-0.34,neg
2185,10,We attempted to visit the observatory last Friday. H&M are moving in on the ground floor and the entrance to observatory was blocked and signage invisible. We enquired from work men and they said it was open.We went through the dark ground floor lobby and got into the lift which informed us that the museum was closed as there was a power cut after we had pushed the 9(??) floor button. We got out on 9th floor and there was signage saying it was closed for lunch. Grrrrrr to say the least,Shacolas Tower,Review 141 Similarity,0.0,,,"{'neg': 0.049, 'neu': 0.94, 'pos': 0.012, 'compound': -0.5362}",-0.5362,neg
