,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
76,40,A recently built gallery showing the actual contents of the Leventis family apartment in Paris as well as European and Cypriot paintings. Well worth a visit.,A G Leventis Gallery,Review 74 Similarity,0.21081851100000001,,,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.6249}",0.6249,pos
77,50,Thie Gallery offers a unique opportunity to a travveler to spend some quality time exploring the arts. The gallery has a great variety of exhibits and some of the pieces there are world-class famous. A must do while in Nicosia.,A G Leventis Gallery,Review 79 Similarity,0.21081851100000001,,,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.7845}",0.7845,pos
78,50,"Though small (compared to a 'standard' gallery), Leventis is gorgeous, well-displayed, and easy to navigate. There are several floors, accessible with stairs or elevator, and different wings on each floor. We took a large group of elementary students on a field trip, which is chaotic for many reasons, but our students had no issues and were able to complete their assigned activities (identifying different pieces) easily. The staff were helpful and kind.There is a small cafe with a seating area, lockers for bags, and bathrooms throughout. All in all, a beautiful gallery here in Cyprus!",A G Leventis Gallery,Review 148 Similarity,0.21081851100000001,,,"{'neg': 0.047, 'neu': 0.79, 'pos': 0.163, 'compound': 0.9184}",0.9184,pos
79,50,"This is a gallery I would like to visit again. It is home to over 800 paintings, many by famous painters, including El Greco, and the whole layout is excellent. Do not miss the monumental painting ""The World of Cyprus"" by Adamantios Diamantis, nor the wood-panelled room, from the collector's apartment, which was transported and re-erected in the Gallery.",A G Leventis Gallery,Review 48 Similarity,0.195180015,,,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.768}",0.768,pos
80,50,"We went there driven by the wish to visit the temporary exhibition about Ghikas-Fermor-Craxton, which was really worth it. A very modern gallery in a peaceful environment. Due to time limitations we did not have the opportunity to visit the permanent exhibitions, therefore we will definitely come back!",A G Leventis Gallery,Review 63 Similarity,0.195180015,,,"{'neg': 0.043, 'neu': 0.753, 'pos': 0.204, 'compound': 0.8295}",0.8295,pos
82,50,"not only the newest galery / museum in town but also one of the best coffee/restaurants in Nicosia. the staff is very helpful, the food we tried (the burger, rocket salad ) were all too delicious",A G Leventis Gallery,Review 8 Similarity,0.18257418600000003,,,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9516}",0.9516,pos
83,40,"This is a new addition to Nicosia and a welcome one. The gallery is well laid out and you never feel crowded, when there are a lot of people there.The one negative point is that the people working there could be more attentive to your needs.",A G Leventis Gallery,Review 100 Similarity,0.18257418600000003,,,"{'neg': 0.076, 'neu': 0.82, 'pos': 0.105, 'compound': 0.1027}",0.1027,pos
84,50,"It is a remarkable private initiative which contributes greatly to the culture of Cyprus. It portrays works by Cypriots and foreign painters. If you can arrange a guided tour within the gallery, you will make the best out of it!",A G Leventis Gallery,Review 121 Similarity,0.18257418600000003,,,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.8439}",0.8439,pos
85,40,Apart from the very unfriendly woman at the reception I liked this museum a lot. Noteworthy are the exhibits you open by pushing a button. Some great masters here.,A G Leventis Gallery,Review 128 Similarity,0.18257418600000003,,,"{'neg': 0.085, 'neu': 0.704, 'pos': 0.211, 'compound': 0.6258}",0.6258,pos
86,40,Good to see so much Cypriot history in a great location- only wish they would have more explained in English,A G Leventis Gallery,Review 142 Similarity,0.18257418600000003,,,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8658}",0.8658,pos
87,50,located at laiki geitonia its a beautiful and sophisticate museum. you can learn a lot about the history of Nicosia.,A G Leventis Gallery,Review 170 Similarity,0.18257418600000003,,,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5994}",0.5994,pos
88,30,"A beautiful building with well-displayed art. A few paintings by artists like Renoir, Cezanne, and Chagall. But the real reason to visit is to learn how artistic trends elsewhere (e.g. Cubism) spread to the artists in Cyprus.",A G Leventis Gallery,Review 109 Similarity,0.172132593,,,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.7506}",0.7506,pos
89,50,"A beautiful gallery with many famous paintings but also a glimpse of how Cyprus art evolved. Well worth a visit. Also worth a visit is their coffee shop/restuarant. Ordered two cappuchino coffees, nice and strong, but a nice surprise - they both came with complimentary chocolate mousses, very nice.",A G Leventis Gallery,Review 24 Similarity,0.169030851,,,"{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.9847}",0.9847,pos
90,50,"A really beautiful place, very well thought and organised! The architecture surprises you! You walk through an old door to a very modern design ready to display various exhibitions! Worth a visit !",A G Leventis Gallery,Review 13 Similarity,0.14907119800000002,,,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.9234}",0.9234,pos
91,50,"This was a real surprise. The gallery is spacious with some paintings by very famous artists: Chagall, Monet, El Greco.Good audio guide (in English)",A G Leventis Gallery,Review 90 Similarity,0.14907119800000002,,,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}",0.2732,pos
92,50,This is an amazing gallery with very high international standards! The staff is very knowledgeable and very friendly! They offer super nice educational programs for children! Must visit for any family!,A G Leventis Gallery,Review 98 Similarity,0.14907119800000002,,,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.9447}",0.9447,pos
93,50,Not as exciting as hoped in terms of inventory but has a great café/restaurant and is in an amazing building in the middle of the town!,A G Leventis Gallery,Review 141 Similarity,0.14907119800000002,,,"{'neg': 0.051, 'neu': 0.587, 'pos': 0.362, 'compound': 0.9206}",0.9206,pos
94,50,"The A.G. Leventis Gallery is a fitting tribute to the memory of the great philanthropist A.G. Leventis. The reconstruction of his office in his Paris appartment is very touching. All the exhibition is worth seeing. The African exhibition on display until October 2015, displays his life in Nigeria and West Africa and is well worth spending time. The products in the Gallery shop are all very tasteful.",A G Leventis Gallery,Review 160 Similarity,0.143222975,,,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.8402}",0.8402,pos
95,50,Traditional old building of Nicosia city inside the Venetian walls. a very good gallery of paintings and logall dress,A G Leventis Gallery,Review 68 Similarity,0.129099445,,,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4927}",0.4927,pos
96,50,Beautifully laid put with some amazing exhibits. Well worth a visit if in Nicosia. Also have lunch in their restaurant. Good food and friendly service.,A G Leventis Gallery,Review 114 Similarity,0.129099445,,,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.9485}",0.9485,pos
97,50,History of Cyprus through the exhibits of the Leventis family. Worth visiting and having a coffee or meal at its excellent restaurant,A G Leventis Gallery,Review 131 Similarity,0.129099445,,,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6808}",0.6808,pos
98,50,"The building is nice, visitor friendly and elegant. The collections are amazing, really improbable for the size of the island. Alongside many world class master like Manet, Chagal et al you find the most amazing presentation of Cypriot artists crowned with the magnificent ""World of Cyprus"" at Ground floor. A magical afternoon spent there. Not to be missed.",A G Leventis Gallery,Review 44 Similarity,0.115470054,,,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.975}",0.975,pos
99,50,"It is the best gallery in Cyprus. It's a place that everyone has to visit, and enjoy all those paintings, in that beautiful building.For sure I will visit again.",A G Leventis Gallery,Review 72 Similarity,0.09128709300000001,,,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9274}",0.9274,pos
100,50,"It is outstanding as a Gallery and as a building (the small café is not bad either). Well worth a visit for its three collections, the way the paintings are displayed and the aura around this building.",A G Leventis Gallery,Review 176 Similarity,0.09128709300000001,,,"{'neg': 0.045, 'neu': 0.74, 'pos': 0.216, 'compound': 0.7867}",0.7867,pos
101,50,"in the heart of the city where u can enjoy renounced local and foreign artists,my absolute favorite painting of Diamantis The world of Cyprus is a reminder of the life in Cyprus back in the old days and the smaller version across depicts the shock and devastation after the invasion of Turkeytheir bar/restaurant is quite nice and a nice place to recollect after the visit",A G Leventis Gallery,Review 12 Similarity,0.077849894,,,"{'neg': 0.073, 'neu': 0.759, 'pos': 0.168, 'compound': 0.7897}",0.7897,pos
102,30,"Nice atmosphere, clean, not crowded, friendly and helpful staff, food average, free underground parking.",A G Leventis Gallery,Review 19 Similarity,0.0,,,"{'neg': 0.113, 'neu': 0.387, 'pos': 0.499, 'compound': 0.839}",0.839,pos
103,50,an unexpected find in Nicosia. Many beautiful french impressionist paintings. and an exhibition dedicated to adamantios diamantis that also had el Greco and Marc Chagall. totally worth the visit!,A G Leventis Gallery,Review 26 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8856}",0.8856,pos
104,50,"The place is excellent.Arranged in a way ""user friendly ""Easy access.Organised and well maintained",A G Leventis Gallery,Review 37 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.802}",0.802,pos
105,50,"The building is very elegant, the rooms and light allow a tranquil visit. The temporary exhibitions can be fascinating.",A G Leventis Gallery,Review 41 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.8399}",0.8399,pos
106,50,"place filled with culture and history , several events take place like presentations and awards, nice decor, nice catering",A G Leventis Gallery,Review 46 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.8779}",0.8779,pos
107,50,a well thought and executed enterprise that brings to the Cyprus and visiting public culture of the arts of local and international artists.,A G Leventis Gallery,Review 65 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",0.2732,pos
108,50,"Exhibition with very important paintings, nice building and polite staff that can help you any time.",A G Leventis Gallery,Review 67 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.7818}",0.7818,pos
109,50,Something that people of Nicosia were waiting for a long time.A truly outstanding experience. Totally worth visiting!!,A G Leventis Gallery,Review 78 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.865}",0.865,pos
110,50,Awesome exibits and perfectly presented. Don't miss it if you visit Nicosia. The stuff is very helpful and knowledgeable.,A G Leventis Gallery,Review 80 Similarity,0.0,,,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.9159}",0.9159,pos
