,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
70,40,"Limited facilities such as a gym (decently equipped) and free wifi (good bandwidth). Centrally located in the CBD of Nicosia. Large rooms with 'nothing to rave about' view. Breakfast is quite elaborate and could get you past lunch. Room has a full fledged kitchen, which is quite handy when you are in for a long stay.",Almond Business Hotel,,,"{'neg': 0.034, 'neu': 0.907, 'pos': 0.059, 'compound': 0.34}",0.34,pos
71,50,"We were very happy during out stay at this hotel.The staff are a great asset here...they are practical, helpful, professional and friendly. We checked in with emergency after leaving another hotel and ending up with nowhere to stay. Reception attended (George I believe) even came to meet us at nite with his motorcycle so we wld not get lost!Rooms are extremely spacious. In fact, they are all suites. The price george gave us was extremely competitive and we even saved eur 700 from the previous hotel.Rooms are spotlessly cleaned daily. One even has a sitting area and kitchenette.This was a business trip and we urgently needed a boardroom to hold various meetings. We we allocated a boardroom even though we had not booked it before, the receptionist even ended up assisting us from an administrative point of view and prepared coffees etc. All this and we were not charged an extra penny for all this 5* treatment.All in all, we would not even consider choosing any other hotel in Cyprus.",Almond Business Hotel,,,"{'neg': 0.014, 'neu': 0.847, 'pos': 0.138, 'compound': 0.9664}",0.9664,pos
72,40,"Almond Business Hotel is a nice hotel, well situated in Nicosia in a very calm and peaceful street. It will take you about 20 mn walk to go to the historic center.Service is good and the staff is very professionnalThe hotel is comfortable and the rooms are very nicely decorated. Breakfast are served in the rooms in the morning. And rooms are equiped with kitchen. You can thus prepare your own meals if needed.The only thing we missed there was a swimming pool as we went to Nicosia in August when temperature was really high...",Almond Business Hotel,,,"{'neg': 0.021, 'neu': 0.788, 'pos': 0.191, 'compound': 0.9528}",0.9528,pos
73,40,"Almond Business Suites is a reliable and practical business hotel. The suites (actually mini-apartments) are large and divided into three rooms: living room that is combined with a dining hall and kitchen, bedroom, and bathroom (with shower only, no bath).I stayed a full week during a business trip. The staff is very helpful and polite, the rooms are quiet and clean, and breakfast is basic/adequate and served in your room. There is excellent free Wi-Fi internet in the lobby and in the rooms, which is very important for the business traveler.There are also two air-condition units with thermostats and remote control (one in the bedroom and one in the living room), and big flat TV with cable channels. The hotel is close to Nikis street and is about ten minutes walk from Nicosia's downtown. There are several cafés and restaurants in the vicinity but the selection is a bit limited.",Almond Business Hotel,,,"{'neg': 0.026, 'neu': 0.902, 'pos': 0.072, 'compound': 0.6178}",0.6178,pos
74,50,I stayed with a colleague of mine in the hotel for three days. The rooms are really clean and spacey and the stuff is very polite. Breakfast was a bit poor and you get served in your room so you can not really choose what you like or not. I would recommend this hotel with best attribute its value for money.,Almond Business Hotel,,,"{'neg': 0.076, 'neu': 0.747, 'pos': 0.177, 'compound': 0.7835}",0.7835,pos
75,40,"I was in town for a wedding and was pleasantly surprised by this brilliant apartment suite. Friendly staff, excellent quality finish, spacious room, separate sitting/dining room, quiet air con with proper thermostats. A very nice breakfast is served to the room or can be eaten on the front deck. This is a great place to stay for business or for a great central hub but it doesn't have a pool so would not suit people who are on a resting vacation.",Almond Business Hotel,,,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.926}",0.926,pos
76,50,"We stayed for 5 nights in Almond Business Suites and much enjoyed it. Rooms are spacious, modernly furnished and clean. Well equipped kitchen (except for the kettle which has to be replaced :). Big flat TV, nice sofa & beds, quick service. The hotel is located at the 25th of March street, which is close to Nikis street and the downtown. Would definitely come back.",Almond Business Hotel,,,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.9118}",0.9118,pos
78,50,"We stayed at the Almond for Six nights in March. The hotel was great. The suites are very big, comfortable, modernly furnished and very clean. There were Three of us in one suite and there was more than enough space for everyone. There is also a well equipped kitchen. The room service breakfast was very good.The hotel stuff was very nice, friendly and helpful, making you feel at home. The hotel is located in a quiet street but close to everything.We enjoyed our stay and will choose this hotel again next time we visit Nicosia.",Almond Business Hotel,,,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.9434}",0.9434,pos
79,50,"I consider Almond to be my home away from home. This hotel is all that you can wish for when you are in Nicosia on business or leisure. The staff is extremely friendly and will go out of their way to make your stay more enjoyable. The Rooms are exceptional, very spacious and well equipped and more importantly, extremely clean. WIFI is available in the entire hotel for a relatively good price.I have stayed there several times for business and lived there for 3 months during the summer of 2006.There are a few things that can be improved and i am only saying this because i wish that Almond keeps and improves its service record.A- Slippers and bathrobe in the roomB- Coffee, Sugar,Creamer and a bottle of water to be in the room upon check in. Many poeple arrive late at night for any supermarket to be open and hence it would be very nice to have at least the above mentioned basic items. This is almost standard in all hotels.C- Bigger and better TV, the current tv is very small compared to the room size. An LCD TV would go very well with the elegant rooms and would have a nicer picture quality.Notwithstanding of what i mention above, it is in my opinion the best hotel available in Nicosia and i would recommend it to any one visiting the city.",Almond Business Hotel,,,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.9932}",0.9932,pos
80,50,"This is the second time I stay at the Almond, coming on business to Nicosia, Cyprus, I was looking for a centrally located hotel which will also be quiet to work in and recieve business guests.The suites are lovely, roomy and have all the facilities, the hotel is totally wireless internet, lobby offers also printing, fax services. the cleaning stuf is great and friendsly and the hotel manager is more then welcoming.I also held a presentation at the hotel conference room, and the hotel supplied me with everything for the presentation, including their technical man to help set up the projector.all in all, I highly recommend the Almond....Nili Glazer, directorEDAS org. Salzburgand SIBA Salzburg",Almond Business Hotel,,,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.9294}",0.9294,pos
81,50,"This is a great hotel. It is on a lovely, quiet street very closed to Nicosia city center and is brilliantly located for walking all round the city. I would consider Almond Business Suites as the best place to stay, as it is away from the crowded and noisy streets. The staff in the hotel are nice - very friendly and helpful. The room was perfect and big, very clean with modern design. Breakfast which was room service was a good selection of cold meats, cheese, lovely toasted bread and fruit, which really does set you up for the day. All in all, this is a definite recommendation - great location, nice spacious room, good rate, helpful staff.",Almond Business Hotel,,,"{'neg': 0.011, 'neu': 0.629, 'pos': 0.36, 'compound': 0.9946}",0.9946,pos
82,50,"It was so lovely to stay at the Almond Business Suites!I felt like at home.The suites are really very nice and spacious.If you want to mix homely atmosphere with business then I would strongly recommend this hotel. You can even do your business meetings in the room! There is kitchenette with all facilities ,dining table and comfortable sofa.The hotel is located at a very quiet area and at the same time is near to the city center.The location is grade.The staff was friendly and helpfull.I liked the design of the hotel,the elegant lobby, the pretty veranda and the jym.I would strongly recommend it to business people.",Almond Business Hotel,,,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.9878}",0.9878,pos
83,50,"Very comfortable, spacious, right in the city centre. Liked a lot the design of the hotel, and the staff is really helpful.I would especially recommend the hotel for long stays, since the suites are very comfortable, with its own fully equipped kitchen.",Almond Business Hotel,,,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.9149}",0.9149,pos
