,r_points,r_text,place,No of review,cosine sim,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
79,50,"We visited the restaurant for lunch. Hopefully, we manage to make a reservation earlier as the place was packed.We ordered a sushi plater and two dishes with sidings (we were a single pair). Everything was fantastic and we could not stop eating but, unfortunately we were full and our food was still sitting in our plates. Luckily, the stuff was kind enough to prepare the rest of the food for take away.I will definatelly visit Akakiko again, in order to taste more of its variety",Akakiko,Review 230 Similarity,0.37796447299999997,,,,,"{'neg': 0.033, 'neu': 0.811, 'pos': 0.156, 'compound': 0.8896}",0.8896,pos
80,40,"This is my favourite place for sushi in Nicosia, mainly because of the quality of the food, which is prepared by Asians. The service is not always fast, you need to make a reservation (even during weekdays) if you want to be sure you will find a place and the final bill is not that cheap, but it's worth it. I visit it about once a month and I can't wait for the next time!!",Akakiko,Review 238 Similarity,0.37796447299999997,,,,,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.6351}",0.6351,pos
81,50,"If you want a great value excellent meal, go here and try the €7.50 meal special. Really good tasty food and for the price it can't be beaten.",Akakiko,Review 283 Similarity,0.37796447299999997,,,,,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.9567}",0.9567,pos
82,10,"Wow, an award of excellence. They must be going cheap these days. I visited Akakiko for my birthday with a group of friends based on the recent huge advertising campaign for this place and other oriental restaurants being fully booked. When we arrived we had to actively encourage the service to find our reservation as they stood at the till talking, or just kept walking past us. Once seated we again had to ask for the menus after sitting there for roughly 20 minutes. When the food arrived, the starter platter of sushi was plentiful but I experienced something that I had never before seen (or smelled) anywhere. I don't eat sushi myself but my circle does, and it has never stunk before and I don't think that is normal. For myself I ordered various dumplings, one of which was supposed to be lobster. Either they were the blandest lobster I ever had (and I'm big on the lob) or they were a faux-lobster made of blended crab sticks with prawns. When the mains arrived most seemed to be quite bland and were not adequately hot (as in temperature, not spice). My plate of beef with broccoli was served in the water run-off of the meat and the broccoli was a foul frozen and boiled mess which retained the broth in the head and tasted like.. well I'll just say disgusting. Any beef was rump or a poor selection of tough meat and not suitable for stir fry. It was supposed to be a wok stir fry which I can make in two minutes at home for 5 euros with fresh ingredients, rather than a horrible mess of cold, yet melting vegetables and sparse and tough meat. The white wine we ordered was warm, the staff did not serve it, and at the end of the night, we practically had to beg for the check from the two girls, yet again, gossiping at the till. The best part of the evening was my cake, which we brought from a fantastic local bakery. Oh, and people were allowed to smoke indoors, which is against the law but the management clearly does not care. Avoid like rotting fish.",Akakiko,Review 298 Similarity,0.37796447299999997,,,,,"{'neg': 0.086, 'neu': 0.806, 'pos': 0.108, 'compound': 0.6909}",0.6909,pos
83,50,"Since moving to the new location in Engomi; near the Hilton Park, the Restaurant became a friendlier and relaxing place to enjoy lunch or dinner. The reception and service has improved because of the new open space.The menu is huge with a great variety of Suchi, Maki, and Sashimi, Soups, Warm Dishes, and Deserts; if you feel confused; the best solution is to select the full Bento Meal; you will get a share of everything.The Rib – Eye Roll with Mushrooms Teppan was superb, and the Eight Treasures with Black Bean Sauce was fine too, but the Fried Ice Cream with Strawberry Sauce was out of this world, delicious and well presented; huge size for just € 3.50. I will certainly go again to Akakiko to have another Fried Ice Cream.Prices are very reasonable compared to Quality and Size.",Akakiko,Review 312 Similarity,0.37796447299999997,,,,,"{'neg': 0.011, 'neu': 0.737, 'pos': 0.252, 'compound': 0.9844}",0.9844,pos
84,40,The best Japanese restaurant in Nicosia but not the most expensive. It has been around for many years and that is because of its good steady quality and wide menu. Dont miss the vegetable tempura. Not very fond of their desserts. They deliver as well and it comes in suitable package. Web order for the delivery and iphone and android app,Akakiko,Review 317 Similarity,0.37796447299999997,,,,,"{'neg': 0.049, 'neu': 0.798, 'pos': 0.153, 'compound': 0.7455}",0.7455,pos
85,50,Same standard of quality every time.Sushi always fresh.Very good price comparing with other sushi restaurants.Excellent service.Just excelletn,Akakiko,Review 342 Similarity,0.37796447299999997,,,,,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,pos
86,40,"I tried this restaurant at the insistence of my wife who, having spent several weeks in Japan, is much more familiar with what constitutes a decent sushi restaurant than I. this was my first sushi experience and I was not disappointed . Even though it was Friday night prime eating time and we hadn't booked, we were still given the option to eat at the bar - which we did. The menu was given to us within 60 seconds and it is enormous. Obviously the sushi and sashimi contribute to much of the menu but there are so many more choices, mainly Asian Fusion, for those who do not like the idea of eating raw fish and before last night I would've been one of those people . The food was fresh and bursting with flavour and arrived at our table very quickly. If you are new to sushi and want to try it for the first time, this is a good place to start . It does feel a little 'franchised' but who cares, it's good food at a good price. 2 starters and a sushi platter for 2 plus €18 bottle wine = €60. We couldn't quite manage all of it. Recommended.",Akakiko,Review 222 Similarity,0.37047928700000005,,,,,"{'neg': 0.013, 'neu': 0.871, 'pos': 0.116, 'compound': 0.965}",0.965,pos
87,50,Excellent food. Great sushi. Great dishes. Amazing atmosphere. The service is really and the chef can alternate any dish u want accordingly.,Akakiko,Review 16 Similarity,0.358568583,,,,,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.9517}",0.9517,pos
88,50,"We visited Akakiko a few days ago and we had a lovely dinner! Great appetizers, a variety of sushi, delicious man dishes, amazing desserts and very good wine! Topped with the great service, always with a big smile! Value for money, but with elegance at the same time! We will definitely be back soon! Thank you for the lovely night!!!",Akakiko,Review 79 Similarity,0.358568583,,,,,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.9863}",0.9863,pos
89,50,"Couple of years ago I wouldn't recommend this restaurant to anyone. However, after the new menu was introduced few months ago the quality has increased a lot. Really nice food and excellent sushi. Very unique flavours in the food. The only negative is that a little bit expensive. It costs an average of 11.50€ for a california roll (8 pieces)",Akakiko,Review 195 Similarity,0.358568583,,,,,"{'neg': 0.085, 'neu': 0.732, 'pos': 0.183, 'compound': 0.7706}",0.7706,pos
90,40,"Akakiko has change location from down town to Engomi. Parking could be a problem at busy times. The Hilton hotel next door has parking.The open plan is inviting and adds to the ambiance. The activities in the kitchen are visible for all to see. Through the glass partition. We had booked a table and were briskly seated. Upon which time we dived into the starters. No complaints there, all starters were efficiently consumed. The seaweed salad was new to me, I would recommend it. The seafood soup got the thumbs up too.The offering on main coarse range from Bento Boxes to sushi. You are spoiled for choice . All our dishes were well presented, the food was good.I shared a creme brûlée, to finish off.The mojioto could have been better, at €6 a pop I expect fresh limes. The only other issue, was the scattering of the waiters. I am used to one waiter serving me in an evening. A little confusion , and waving arms.I had a look at express lunch menu , it looked good.All round a good evening. So if you are in Nicosia try Akakiko",Akakiko,Review 277 Similarity,0.35634832299999997,,,,,"{'neg': 0.049, 'neu': 0.847, 'pos': 0.104, 'compound': 0.8622}",0.8622,pos
91,50,"I ate in Akakiko (3 times in one trip) last year when visiting Cyprus on business and loved it. So, on a return visit this year i have been a frequent visitor yet again (3 times during the 5 day visit). So i guess that says how much i like the place!As someone travelling on their own, it's sometimes difficult to feel comfortable dining in a restaurant alone but the team at Akakiko always make me feel really wecome. The option of dining at the bar is also great for me as there is the opportunity to talk to others, as well as being sat in a great people watching position.As for the food, i've tried several dishes and they have all been brilliant! Service has been fast, food has been delicious and i think it is great value for money.I hope to be back in Cypus soon to dine in my favourite place here. Thanks to the Akakiko team for a lovely experience - on both visits!",Akakiko,Review 121 Similarity,0.35093120299999997,,,,,"{'neg': 0.016, 'neu': 0.7, 'pos': 0.284, 'compound': 0.9957}",0.9957,pos
92,50,Akakiko is the top destination for sushi in Nicosia.A very calm and well designed place. Excellent food quality. Interesting coctails at the bar. Excellent service and management. The managers always take care of every lottle problem that may occur at no time.One of the best experience for Asian dining.,Akakiko,Review 216 Similarity,0.34188172899999997,,,,,"{'neg': 0.072, 'neu': 0.572, 'pos': 0.356, 'compound': 0.9604}",0.9604,pos
93,50,We often visit this restaurant with our family for lunch or dinner. Nice casual place. Delicious food. Professional staff.,Akakiko,Review 31 Similarity,0.338061702,,,,,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.8074}",0.8074,pos
95,40,"We're here by big family middle of the week place is packedBetter book priorGood I'd good, portions are very big, you can share it for two easilyNice atmosphere , nice ppl, some women have evening dressCuisine is adopted of course, better ask waiter make food more oriental",Akakiko,Review 135 Similarity,0.338061702,,,,,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.8689}",0.8689,pos
97,50,We have arrived at 9 and the place was getting crowded until 11 pm. The sushi menu had interesting choices that you cannot find on other places. The taste was good and the ambiance was classy. I recommend you to try the restaurant if you are around nicosia. Post note: The molten chocholate cake must be improved.,Akakiko,Review 143 Similarity,0.338061702,,,,,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.9201}",0.9201,pos
